,Churn,genero,tem +65,possui_parceiro,possui_dependentes,tempo_cliente_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,gasto_mensal,gasto_total,contas_diarias
206,1,Masculino,0,1,0,1,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,80.55,80.55,2.68
207,0,Feminino,0,1,0,49,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,20.15,973.35,0.67
208,0,Feminino,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Mensal,1,Cartão de crédito,58.7,168.6,1.96
209,0,Feminino,0,0,0,53,1,0,Fibra Opica,1,1,1,1,0,1,Bienal,0,Cheque fisico,99.5,5424.25,3.32
210,1,Masculino,0,1,1,23,1,0,Fibra Opica,1,0,0,1,1,1,Mensal,1,Cheque eletrônico,99.85,2331.3,3.33
211,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,45.35,89.5,1.51
212,1,Masculino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque fisico,48.55,48.55,1.62
213,0,Masculino,0,0,1,3,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,26.4,121.25,0.88
214,1,Feminino,1,1,0,68,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,100.2,6851.65,3.34
215,1,Masculino,0,0,0,8,1,0,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,94.7,740.3,3.16
216,0,Feminino,0,1,0,70,1,1,Fibra Opica,0,0,1,0,1,1,Anual,1,Cheque eletrônico,97.65,6982.5,3.26
217,0,Masculino,0,1,1,39,1,1,Fibra Opica,0,0,1,0,1,1,Anual,0,Cheque eletrônico,100.0,3835.55,3.33
218,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,70.1,70.1,2.34
220,1,Feminino,0,0,0,3,1,0,Fibra Opica,0,1,0,1,1,1,Mensal,1,Cheque eletrônico,97.9,315.3,3.26
221,0,Masculino,0,1,0,60,1,1,Fibra Opica,0,1,1,0,1,1,Anual,0,Transferência bancária,102.5,6157.6,3.42
222,1,Feminino,0,1,0,5,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,69.95,330.15,2.33
223,1,Masculino,1,0,0,3,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,81.35,233.7,2.71
224,0,Feminino,0,1,0,55,1,1,DSL,1,1,0,1,0,0,Anual,1,Cartão de crédito,66.05,3462.1,2.2
225,0,Masculino,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Bienal,1,Cartão de crédito,61.2,4390.25,2.04
226,0,Masculino,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Bienal,0,Transferência bancária,74.4,5360.75,2.48
227,1,Feminino,0,0,0,41,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,106.3,4443.45,3.54
228,0,Masculino,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Bienal,0,Transferência bancária,39.6,2424.5,1.32
229,1,Feminino,0,0,0,6,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,89.3,577.6,2.98
230,0,Feminino,0,1,0,46,1,1,Fibra Opica,0,1,1,1,1,1,Bienal,1,Cartão de crédito,108.9,4854.3,3.63
231,0,Feminino,0,0,0,15,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.9,320.45,0.66
232,1,Feminino,0,1,0,58,1,1,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cartão de crédito,102.1,5885.4,3.4
233,0,Masculino,0,1,1,23,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.6,426.65,0.65
234,1,Feminino,1,1,1,31,1,0,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,98.9,2911.3,3.3
235,0,Masculino,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,45.9,521.9,1.53
236,0,Feminino,1,0,0,56,1,1,Fibra Opica,0,1,1,1,1,0,Bienal,1,Transferência bancária,99.9,5706.3,3.33
237,0,Feminino,0,0,1,25,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.05,471.7,0.67
238,0,Feminino,0,0,0,68,0,0,DSL,1,1,1,1,1,1,Bienal,0,Cartão de crédito,64.35,4539.6,2.14
239,0,Feminino,0,0,0,40,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.65,830.25,0.65
240,1,Masculino,0,0,0,36,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,84.9,3067.2,2.83
241,1,Masculino,0,0,0,32,1,1,Fibra Opica,1,1,0,1,1,1,Mensal,1,Cartão de crédito,108.15,3432.9,3.6
242,0,Masculino,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Bienal,0,Transferência bancária,86.85,6263.8,2.9
243,0,Masculino,0,1,0,17,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,102.55,1742.5,3.42
244,0,Masculino,0,1,0,18,1,0,Fibra Opica,0,0,1,1,0,0,Mensal,0,Cheque eletrônico,78.2,1468.75,2.61
245,0,Feminino,0,0,0,37,1,1,Fibra Opica,1,1,1,0,0,0,Mensal,0,Transferência bancária,91.2,3382.3,3.04
246,0,Masculino,0,0,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.35,46.35,0.64
247,0,Feminino,0,1,1,28,1,0,Fibra Opica,0,0,0,0,0,0,Anual,1,Transferência bancária,70.4,1992.2,2.35
248,0,Masculino,0,0,0,9,0,0,DSL,1,1,1,0,0,0,Anual,0,Cheque fisico,39.55,373,1.32
249,0,Feminino,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,50.15,50.15,1.67
250,0,Masculino,0,1,0,65,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,20.4,1414.45,0.68
251,0,Feminino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,44.6,122.7,1.49
252,1,Feminino,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,34.7,34.7,1.16
253,0,Masculino,0,1,0,36,1,0,Fibra Opica,1,0,0,0,1,1,Mensal,1,Cheque eletrônico,93.6,3366.05,3.12
254,1,Masculino,0,0,0,23,1,1,Fibra Opica,0,0,0,1,1,0,Mensal,1,Cheque eletrônico,90.6,1943.2,3.02
255,0,Masculino,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Mensal,1,Cheque fisico,57.95,1271.8,1.93
256,0,Feminino,0,1,0,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Cartão de crédito,112.1,7965.95,3.74
257,1,Feminino,0,1,1,17,1,1,Fibra Opica,0,0,1,0,1,0,Mensal,0,Cheque eletrônico,88.25,1460.65,2.94
258,1,Feminino,0,0,0,3,1,0,Fibra Opica,0,0,0,1,0,1,Mensal,0,Cheque eletrônico,85.8,272.2,2.86
259,1,Masculino,0,1,0,58,1,0,DSL,1,1,1,0,0,0,Anual,0,Cartão de crédito,60.3,3563.8,2.01
260,0,Masculino,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Bienal,0,Cartão de crédito,81.35,5398.6,2.71
261,0,Masculino,1,0,0,34,1,0,Fibra Opica,0,1,1,0,1,1,Anual,1,Cheque eletrônico,99.85,3343.15,3.33
262,0,Masculino,0,0,0,10,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.0,198.7,0.67
263,0,Feminino,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Bienal,1,Cartão de crédito,85.35,5897.4,2.84
264,0,Masculino,0,0,0,40,0,0,DSL,1,1,1,0,1,1,Anual,0,Cartão de crédito,62.05,2511.55,2.07
265,0,Masculino,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Mensal,0,Cartão de crédito,64.4,1398.6,2.15
266,0,Feminino,0,1,1,46,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.4,967.85,0.65
267,1,Feminino,0,1,0,2,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.4,139.4,2.48
268,1,Feminino,1,1,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque fisico,70.45,70.45,2.35
269,0,Feminino,0,1,0,72,1,1,Fibra Opica,1,0,1,0,1,1,Bienal,1,Cartão de crédito,105.0,7589.8,3.5
270,0,Masculino,0,1,1,70,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.15,1790.15,0.84
271,0,Feminino,0,0,0,2,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.3,44.4,0.64
272,0,Masculino,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Mensal,1,Transferência bancária,55.3,1284.2,1.84
273,0,Masculino,0,1,0,36,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,95.4,3474.2,3.18
274,1,Masculino,1,1,0,59,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Transferência bancária,93.85,5574.75,3.13
275,0,Masculino,0,0,0,67,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,20.5,1430.95,0.68
276,0,Masculino,0,1,1,72,1,1,Fibra Opica,1,0,1,0,1,1,Bienal,1,Transferência bancária,105.55,7542.25,3.52
277,1,Feminino,0,0,0,37,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Transferência bancária,101.9,3545.35,3.4
278,0,Feminino,0,1,1,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,24.45,1709.1,0.82
279,0,Masculino,0,1,0,72,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.7,1421.9,0.66
280,1,Masculino,0,0,0,3,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.4,229.55,2.48
281,1,Feminino,1,1,0,54,1,1,Fibra Opica,0,1,0,0,1,1,Anual,1,Cartão de crédito,101.5,5373.1,3.38
282,1,Masculino,0,1,0,60,1,1,Fibra Opica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,95.75,5742.9,3.19
283,0,Feminino,0,1,0,58,1,1,Fibra Opica,1,1,1,0,1,1,Anual,1,Cartão de crédito,110.65,6526.65,3.69
284,0,Feminino,0,1,0,31,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,1,Transferência bancária,83.85,2674.15,2.8
285,0,Feminino,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,60.25,170.5,2.01
286,0,Masculino,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Bienal,1,Cheque eletrônico,59.2,3175.85,1.97
287,1,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.4,44.4,1.48
288,0,Masculino,0,1,0,49,1,0,Fibra Opica,0,1,0,0,1,0,Mensal,1,Cartão de crédito,85.3,4297.95,2.84
289,1,Masculino,0,0,1,8,0,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,25.5,215.2,0.85
290,0,Feminino,1,0,0,39,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,99.75,4036,3.32
291,0,Masculino,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Bienal,1,Cartão de crédito,66.1,4428.45,2.2
292,0,Feminino,0,1,1,15,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.55,295.95,0.68
293,0,Feminino,0,1,0,51,1,1,Fibra Opica,0,0,1,0,1,1,Anual,1,Cheque eletrônico,98.85,4947.55,3.3
294,0,Masculino,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Mensal,0,Cheque fisico,49.2,447.9,1.64
295,1,Feminino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.9,20.9,0.7
296,0,Masculino,0,0,0,25,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Transferência bancária,19.5,516.3,0.65
297,0,Masculino,0,1,0,22,1,0,Fibra Opica,0,0,1,0,1,0,Mensal,1,Transferência bancária,87.0,1850.65,2.9
298,0,Masculino,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,49.0,749.25,1.63
299,1,Feminino,0,1,1,28,1,0,Fibra Opica,0,0,0,0,1,1,Anual,1,Transferência bancária,90.1,2598.95,3.0
300,0,Masculino,0,0,0,3,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,0,Cheque fisico,90.7,237.65,3.02
301,0,Feminino,0,1,0,47,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,100.5,4707.1,3.35
302,0,Feminino,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Bienal,1,Cheque fisico,85.25,5714.2,2.84
303,0,Feminino,1,0,0,18,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,74.7,1294.6,2.49
304,0,Masculino,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Bienal,1,Cartão de crédito,60.15,3753.2,2.0
305,0,Feminino,0,0,0,41,1,1,DSL,0,1,1,0,1,1,Anual,1,Cheque eletrônico,80.55,3263.9,2.68
306,0,Feminino,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque fisico,50.15,2139.1,1.67
307,0,Feminino,0,0,0,53,1,0,Fibra Opica,0,1,1,1,0,1,Anual,1,Cartão de crédito,94.45,5042.75,3.15
308,0,Masculino,0,1,0,48,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,20.05,1036,0.67
309,0,Feminino,1,1,0,54,1,1,Fibra Opica,1,1,1,1,1,1,Anual,1,Transferência bancária,115.6,6431.05,3.85
310,1,Feminino,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Mensal,1,Transferência bancária,45.3,2145,1.51
311,0,Masculino,0,0,0,24,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Transferência bancária,99.65,2404.85,3.32
313,0,Masculino,0,0,0,33,1,0,Fibra Opica,0,1,0,1,0,0,Bienal,0,Transferência bancária,80.6,2651.1,2.69
314,0,Masculino,0,1,0,66,1,1,DSL,1,1,0,1,1,1,Bienal,0,Cheque eletrônico,85.25,5538.35,2.84
315,0,Feminino,0,1,1,3,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.55,200.2,2.32
316,0,Feminino,0,0,0,13,0,0,DSL,0,0,1,1,0,0,Bienal,0,Cheque fisico,35.4,450.4,1.18
317,0,Masculino,0,1,1,63,1,1,DSL,1,1,1,0,1,1,Bienal,0,Cartão de crédito,83.5,5435,2.78
318,1,Feminino,0,1,1,23,1,0,Fibra Opica,0,1,1,1,0,0,Mensal,0,Cheque eletrônico,83.8,1900.25,2.79
319,0,Masculino,0,0,1,52,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.6,1334.5,0.85
320,0,Masculino,0,0,0,3,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cartão de crédito,20.75,67.1,0.69
321,0,Masculino,0,0,0,10,1,0,DSL,0,0,0,0,0,1,Mensal,1,Transferência bancária,56.75,503.25,1.89
322,0,Feminino,0,1,1,72,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,20.1,1460.85,0.67
323,0,Masculino,0,0,0,29,1,0,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cartão de crédito,98.8,2807.1,3.29
324,0,Feminino,1,1,0,62,1,1,Fibra Opica,1,0,1,0,1,1,Anual,1,Cheque eletrônico,104.85,6312.9,3.49
325,1,Masculino,0,1,0,41,1,1,DSL,0,0,1,0,1,1,Anual,1,Cheque eletrônico,73.0,3001.2,2.43
326,1,Masculino,0,0,0,43,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,77.85,3365.85,2.6
327,0,Feminino,0,0,1,26,1,0,Fibra Opica,0,1,1,1,1,1,Bienal,1,Cheque eletrônico,105.45,2715.3,3.52
328,0,Feminino,0,1,0,19,1,0,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,96.8,1743.05,3.23
329,0,Feminino,0,1,1,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,24.25,1784.5,0.81
330,0,Feminino,1,0,0,45,1,1,Fibra Opica,0,0,1,0,1,1,Anual,1,Transferência bancária,102.15,4735.35,3.4
331,0,Masculino,0,0,0,32,1,0,DSL,0,0,0,0,1,1,Anual,1,Transferência bancária,64.85,2010.95,2.16
332,0,Masculino,0,0,0,41,1,1,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,25.25,996.45,0.84
333,0,Masculino,0,1,1,65,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,24.75,1715.1,0.82
334,1,Masculino,0,1,0,55,1,1,Fibra Opica,1,1,0,0,1,0,Mensal,1,Cheque eletrônico,96.75,5238.9,3.22
335,0,Masculino,0,1,1,11,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.65,225.75,0.65
336,0,Feminino,0,0,0,49,1,0,DSL,0,0,1,1,1,1,Bienal,1,Transferência bancária,74.45,3721.9,2.48
337,0,Masculino,0,1,0,61,1,1,Fibra Opica,1,0,1,1,1,0,Mensal,0,Transferência bancária,99.4,5943.65,3.31
338,0,Masculino,0,1,1,25,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,19.15,477.6,0.64
339,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.5,69.5,2.32
340,0,Feminino,0,0,1,23,1,0,DSL,0,0,0,1,0,0,Anual,1,Cheque eletrônico,49.45,1119.35,1.65
341,0,Masculino,0,0,0,21,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,73.7,1558.7,2.46
342,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,79.7,79.7,2.66
343,1,Masculino,1,1,0,5,1,1,Fibra Opica,0,0,1,0,0,0,Mensal,1,Transferência bancária,79.9,343.95,2.66
344,0,Masculino,0,1,0,24,1,0,DSL,1,0,0,1,1,1,Anual,0,Transferência bancária,74.4,1712.9,2.48
345,1,Feminino,1,0,0,27,1,1,Fibra Opica,0,0,1,0,0,1,Mensal,0,Cartão de crédito,88.3,2467.75,2.94
346,0,Feminino,0,1,0,70,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,19.8,1397.65,0.66
347,1,Feminino,1,0,0,5,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cartão de crédito,75.55,349.65,2.52
348,0,Masculino,0,1,1,46,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,20.2,917.45,0.67
349,0,Feminino,0,1,1,2,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,71.65,135.75,2.39
350,0,Feminino,0,1,1,57,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,20.1,1087.7,0.67
352,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque fisico,71.1,71.1,2.37
353,0,Feminino,1,1,0,60,1,1,Fibra Opica,0,0,1,0,1,1,Anual,1,Cartão de crédito,100.5,6029,3.35
354,0,Masculino,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Bienal,1,Cartão de crédito,62.8,2278.75,2.09
355,1,Masculino,0,0,1,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque fisico,70.45,70.45,2.35
356,0,Masculino,0,1,1,28,1,0,Fibra Opica,0,1,1,0,1,1,Anual,0,Transferência bancária,100.35,2799,3.34
357,0,Feminino,1,0,0,24,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,20.3,459.95,0.68
358,0,Feminino,0,0,0,62,1,1,Fibra Opica,1,1,1,0,0,0,Anual,1,Cheque eletrônico,92.05,5755.8,3.07
359,1,Feminino,0,0,1,18,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Transferência bancária,20.15,390.85,0.67
360,1,Feminino,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Mensal,0,Cheque eletrônico,54.2,308.25,1.81
361,0,Feminino,0,1,1,20,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.35,442.6,0.68
362,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque fisico,70.75,70.75,2.36
363,1,Masculino,0,0,0,35,1,0,Fibra Opica,0,1,1,0,1,1,Anual,1,Transferência bancária,102.35,3626.1,3.41
364,0,Feminino,1,0,0,52,0,0,DSL,0,1,1,1,1,0,Mensal,1,Cheque eletrônico,50.5,2566.3,1.68
365,1,Feminino,0,1,0,30,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,85.0,2624.25,2.83
366,0,Masculino,0,1,0,72,0,0,DSL,1,1,1,0,0,0,Bienal,0,Transferência bancária,42.1,2962,1.4
367,1,Masculino,1,0,0,15,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,75.65,1146.65,2.52
369,0,Masculino,0,0,1,70,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Cheque eletrônico,114.6,7882.5,3.82
370,0,Masculino,0,0,1,66,1,1,DSL,1,1,0,1,0,0,Bienal,0,Transferência bancária,65.7,4378.9,2.19
371,0,Masculino,1,1,0,55,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.0,4052.4,2.47
372,1,Feminino,1,1,0,55,1,1,Fibra Opica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,85.45,4874.7,2.85
373,0,Masculino,1,1,0,57,1,1,DSL,0,1,1,0,1,0,Anual,1,Cartão de crédito,71.1,4140.1,2.37
375,0,Feminino,0,1,0,72,1,1,Fibra Opica,1,1,1,0,1,1,Bienal,1,Cheque eletrônico,109.55,8165.1,3.65
376,0,Feminino,0,1,0,28,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.5,563.05,0.68
377,0,Masculino,0,1,0,54,1,0,DSL,1,1,0,0,1,1,Bienal,1,Transferência bancária,74.55,4191.45,2.48
378,0,Masculino,1,1,1,24,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,79.85,1857.75,2.66
379,0,Feminino,0,1,0,2,1,0,DSL,1,0,0,0,0,1,Mensal,1,Cheque fisico,62.15,113.1,2.07
381,0,Masculino,0,0,1,12,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,21.05,235.8,0.7
383,0,Masculino,1,0,0,51,1,1,Fibra Opica,0,1,0,0,0,0,Anual,1,Transferência bancária,79.6,3974.7,2.65
384,0,Masculino,0,0,0,13,1,0,DSL,0,1,0,1,1,1,Mensal,0,Cheque fisico,73.35,931.55,2.44
385,0,Masculino,0,0,0,58,1,0,DSL,0,1,1,1,1,0,Bienal,0,Transferência bancária,70.1,4048.95,2.34
386,0,Feminino,0,1,1,18,1,0,DSL,0,0,1,1,0,0,Anual,1,Cartão de crédito,54.4,957.1,1.81
387,0,Feminino,0,1,0,29,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,19.55,521.8,0.65
388,0,Feminino,0,1,1,72,1,1,DSL,1,1,0,1,1,0,Bienal,0,Cheque fisico,74.55,5430.65,2.48
389,0,Masculino,0,1,1,71,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,23.9,1626.4,0.8
390,0,Feminino,0,0,0,70,0,0,DSL,1,1,1,1,0,0,Bienal,1,Transferência bancária,44.6,3058.15,1.49
391,1,Masculino,0,0,0,9,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,95.5,829.1,3.18
392,0,Feminino,0,1,1,20,1,1,Fibra Opica,0,0,1,1,0,1,Mensal,1,Transferência bancária,95.5,1916.2,3.18
393,1,Masculino,0,0,0,69,1,1,DSL,1,1,1,1,0,1,Anual,1,Cartão de crédito,78.6,5356.45,2.62
394,0,Masculino,0,0,0,63,1,1,Fibra Opica,1,1,1,1,1,0,Anual,0,Cartão de crédito,104.5,6590.8,3.48
396,0,Feminino,0,0,0,7,1,0,DSL,1,1,1,0,0,0,Mensal,0,Cheque eletrônico,61.4,438.9,2.05
397,0,Feminino,0,1,1,69,0,0,DSL,1,0,1,0,0,1,Bienal,1,Cartão de crédito,43.95,2960.1,1.46
398,1,Masculino,0,1,1,5,1,1,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,25.9,135,0.86
399,0,Feminino,0,0,0,9,1,0,Fibra Opica,0,1,1,0,0,0,Mensal,0,Cheque eletrônico,80.55,653.9,2.68
400,0,Feminino,0,1,1,46,1,1,Fibra Opica,1,0,1,1,0,1,Bienal,0,Cheque fisico,99.65,4630.2,3.32
401,0,Masculino,1,1,0,60,1,0,Fibra Opica,0,1,1,0,1,1,Anual,1,Cheque eletrônico,97.95,5867,3.26
402,1,Masculino,1,1,0,27,1,1,Fibra Opica,0,1,1,0,0,1,Mensal,1,Cheque eletrônico,95.55,2510.2,3.18
403,0,Feminino,0,1,0,16,1,1,Fibra Opica,1,1,1,0,0,0,Mensal,0,Cheque eletrônico,90.7,1374.9,3.02
404,1,Feminino,0,1,1,22,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,0,Cheque eletrônico,83.3,1845.9,2.78
405,0,Feminino,0,1,1,41,1,1,Fibra Opica,1,1,1,0,0,1,Anual,1,Transferência bancária,101.6,3930.55,3.39
406,0,Feminino,1,0,0,4,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,72.75,317.75,2.42
407,0,Feminino,0,0,0,24,1,1,Fibra Opica,0,0,1,0,1,0,Mensal,1,Cartão de crédito,88.95,2072.75,2.97
408,0,Feminino,0,0,0,38,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.3,743.05,0.68
409,0,Feminino,0,0,0,25,1,1,DSL,1,1,1,1,1,0,Mensal,1,Transferência bancária,78.35,1837.9,2.61
410,0,Masculino,0,1,0,40,1,0,Fibra Opica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,80.0,3168.75,2.67
411,1,Feminino,0,0,0,8,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,49.85,365.55,1.66
412,0,Masculino,0,1,1,13,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,19.85,252,0.66
413,0,Masculino,0,1,1,64,1,1,Fibra Opica,1,1,1,0,0,0,Mensal,1,Cheque eletrônico,91.8,5960.5,3.06
414,1,Feminino,0,1,1,62,1,0,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,100.15,6283.3,3.34
415,0,Feminino,0,1,0,20,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Transferência bancária,69.8,1540.35,2.33
